engine_size_l,cylinders,fuel_type,vehicle_class,distance_km,duration_minutes,avg_speed_kmh,max_speed_kmh,idle_time_minutes,route_type,load_weight_kg,traffic_level,weather,fuel_used_liters
2.4,4,diesel,Pickup,26.15,81.93,19.15,23.7,24.9,urban,15.68,high,clear,4.49
2.8,4,diesel,SUV,18.59,44.16,25.26,44.69,12.74,urban,310.45,low,clear,2.878
2.0,4,petrol,Sedan,102.55,110.99,55.44,82.53,17.88,mixed,337.17,medium,clear,9.457
2.4,4,diesel,Pickup,63.56,141.19,27.01,39.49,27.21,mixed,146.16,high,hot,10.131
2.0,4,petrol,Sedan,37.95,64.03,35.56,51.1,15.08,urban,483.53,low,rain,3.394
3.5,6,petrol,SUV,16.13,30.28,31.96,41.47,7.72,urban,385.81,medium,rain,2.499
2.0,4,petrol,Sedan,219.64,209.73,62.83,77.14,19.03,highway,88.94,high,rain,22.513
1.5,4,petrol,Compact,25.25,22.28,68.0,86.43,2.55,mixed,198.92,low,clear,1.658
2.5,4,diesel,Pickup,86.91,80.72,64.6,113.11,12.81,mixed,1154.25,low,rain,8.79
2.4,4,diesel,Pickup,84.54,98.6,51.44,67.65,13.29,mixed,203.61,low,clear,8.386
5.7,8,diesel,Truck,192.14,309.84,37.21,49.67,56.9,mixed,1438.32,high,clear,42.61
3.5,6,petrol,SUV,177.12,126.67,83.9,140.0,10.8,highway,209.72,medium,rain,23.84
2.8,4,diesel,SUV,56.8,111.02,30.7,47.78,20.05,mixed,318.02,high,clear,7.042
2.8,4,diesel,SUV,9.28,25.31,22.0,31.05,11.08,urban,257.83,high,clear,1.83
2.4,4,diesel,Pickup,66.91,42.83,93.74,112.49,2.58,highway,1045.02,low,clear,6.338
4.5,6,diesel,SUV,21.82,20.95,62.47,76.92,2.18,mixed,155.04,low,clear,2.861
3.0,4,diesel,Pickup,96.07,128.99,44.69,72.73,18.87,mixed,363.23,medium,rain,11.162
2.0,4,petrol,Sedan,294.11,195.57,90.23,130.72,9.65,highway,10.34,low,rain,24.145
2.5,4,diesel,Pickup,27.64,31.14,53.25,73.38,6.24,mixed,1518.01,medium,hot,2.973
2.0,4,petrol,Sedan,195.04,266.13,43.97,57.52,32.14,mixed,401.76,medium,clear,17.429
1.5,4,petrol,Compact,6.39,18.51,20.71,26.81,5.81,urban,382.36,high,clear,0.742
1.5,4,petrol,Compact,278.0,198.64,83.97,101.57,12.98,highway,62.19,medium,clear,19.786
5.7,8,diesel,Truck,301.54,276.59,65.41,99.46,22.3,highway,859.19,high,clear,62.819
4.5,6,diesel,SUV,164.0,406.05,24.23,31.0,77.1,mixed,78.64,high,clear,39.281
2.8,4,diesel,SUV,275.68,209.45,78.97,139.09,14.28,highway,490.95,medium,rain,29.39
3.0,4,diesel,Pickup,29.7,89.15,19.99,28.22,19.77,urban,668.1,medium,clear,4.628
2.2,4,diesel,Van,84.05,103.41,48.77,78.35,12.56,mixed,410.8,medium,clear,7.783
1.5,4,petrol,Compact,133.81,166.57,48.2,79.56,20.2,mixed,138.93,medium,rain,9.669
2.5,4,diesel,Pickup,101.02,164.08,36.94,56.64,29.96,mixed,1164.37,high,clear,12.926
2.4,4,diesel,Pickup,14.24,52.54,16.26,22.32,12.65,urban,1937.07,medium,clear,2.163
1.5,4,petrol,Compact,18.38,37.08,29.74,46.81,7.28,urban,133.7,low,hot,1.638
2.5,4,diesel,Pickup,101.12,111.78,54.28,82.26,13.99,mixed,4.04,medium,clear,11.556
2.8,4,diesel,SUV,190.05,189.24,60.26,79.63,17.67,mixed,350.57,low,clear,19.2
2.2,4,diesel,Van,47.13,99.2,28.51,37.98,22.43,urban,1234.5,medium,clear,6.088
2.0,4,petrol,Sedan,98.04,100.34,58.63,102.52,9.57,mixed,129.36,low,clear,8.099
2.2,4,diesel,Van,296.09,286.09,62.1,82.12,23.58,highway,1636.74,high,clear,33.185
2.8,4,diesel,SUV,17.19,27.66,37.28,58.3,6.11,urban,40.57,low,clear,1.84
1.5,4,petrol,Compact,187.89,402.65,28.0,43.96,75.19,mixed,368.96,high,rain,22.143
3.5,6,petrol,SUV,31.3,114.44,16.41,23.32,27.4,urban,333.23,medium,hot,6.269
3.5,6,petrol,SUV,134.83,161.83,49.99,76.03,19.73,mixed,391.99,medium,hot,19.592
2.5,4,diesel,Pickup,23.94,24.93,57.63,71.09,3.45,mixed,1854.22,low,clear,2.291
2.4,4,diesel,Pickup,66.84,82.51,48.61,60.38,10.31,mixed,1328.44,medium,rain,7.178
1.5,4,petrol,Compact,165.05,223.3,44.35,60.0,42.91,mixed,38.32,high,clear,12.902
3.5,6,petrol,SUV,191.51,259.54,44.27,66.56,36.81,mixed,438.16,medium,hot,24.598
4.5,6,diesel,SUV,82.8,76.74,64.74,112.04,7.29,mixed,230.92,low,rain,11.542
2.2,4,diesel,Van,23.5,56.59,24.91,37.21,9.05,urban,1481.25,low,clear,3.119
4.5,6,diesel,SUV,49.05,63.35,46.45,58.68,8.1,mixed,259.61,medium,clear,6.816
1.5,4,petrol,Compact,14.88,34.93,25.56,39.22,8.06,urban,214.47,medium,clear,1.515
3.0,4,diesel,Pickup,56.66,64.57,52.65,81.36,7.79,mixed,1890.23,medium,rain,6.539
2.4,4,diesel,Pickup,491.2,578.86,50.91,84.46,45.69,highway,1545.97,high,clear,58.019
1.5,4,petrol,Compact,81.07,46.28,105.1,140.0,3.95,highway,126.64,low,rain,5.969
2.2,4,diesel,Van,103.71,127.86,48.67,62.12,16.02,mixed,1063.15,medium,rain,10.799
3.0,4,diesel,Pickup,22.41,22.87,58.79,71.09,3.4,mixed,415.91,medium,clear,2.502
3.5,6,petrol,SUV,194.25,228.72,50.96,63.41,28.39,mixed,401.91,medium,clear,25.072
2.8,4,diesel,SUV,59.62,81.8,43.73,54.28,10.74,mixed,232.12,medium,clear,6.147
2.8,4,diesel,SUV,22.07,49.81,26.58,37.85,11.96,urban,47.69,medium,hot,3.415
3.5,6,petrol,SUV,312.67,196.4,95.52,140.0,8.33,highway,70.16,low,rain,42.439
4.5,6,diesel,SUV,34.81,108.48,19.25,24.94,22.29,urban,302.71,medium,clear,6.643
4.5,6,diesel,SUV,133.83,232.49,34.54,56.29,42.48,mixed,101.13,high,clear,21.78
2.2,4,diesel,Van,45.85,125.69,21.89,27.28,19.98,urban,765.6,low,clear,5.687
5.7,8,diesel,Truck,297.2,266.39,66.94,110.38,20.49,highway,1057.45,high,clear,63.808
4.5,6,diesel,SUV,67.63,64.7,62.72,104.55,8.3,mixed,93.86,low,clear,9.251
2.8,4,diesel,SUV,59.1,85.45,41.5,60.14,14.64,mixed,412.16,medium,clear,6.626
3.5,6,petrol,SUV,56.19,77.27,43.63,63.79,16.11,mixed,47.16,high,clear,8.809
3.5,6,petrol,SUV,9.27,19.33,28.78,49.36,15.95,urban,120.75,medium,clear,2.013
2.4,4,diesel,Pickup,93.08,187.15,29.84,38.18,35.12,mixed,10.69,high,rain,15.172
3.0,4,diesel,Pickup,311.43,288.16,64.84,92.96,22.13,highway,1193.7,high,clear,38.974
3.5,6,petrol,SUV,334.88,298.05,67.41,100.88,18.85,highway,230.58,medium,rain,40.182
2.0,4,petrol,Sedan,353.65,244.73,86.71,140.0,8.93,highway,250.18,low,clear,31.355
2.2,4,diesel,Van,299.61,300.86,59.75,86.54,23.02,highway,84.68,high,clear,33.0
2.5,4,diesel,Pickup,23.45,37.4,37.62,60.93,10.37,mixed,1605.62,high,clear,3.349
2.0,4,petrol,Sedan,119.16,99.68,71.73,125.72,6.73,highway,296.42,medium,clear,10.239
3.5,6,petrol,SUV,153.86,113.92,81.03,109.21,8.04,highway,298.39,medium,clear,20.689
3.5,6,petrol,SUV,41.12,93.93,26.27,46.86,20.04,urban,423.69,medium,clear,7.571
2.8,4,diesel,SUV,35.12,90.14,23.38,35.79,21.14,urban,208.11,medium,clear,5.517
5.7,8,diesel,Truck,9.54,24.14,23.72,42.31,7.68,urban,1935.52,medium,clear,2.657
3.5,6,petrol,SUV,33.38,75.55,26.51,37.43,11.3,urban,487.69,low,clear,5.775
5.7,8,diesel,Truck,175.64,219.96,47.91,73.69,21.73,mixed,274.3,low,clear,31.242
2.0,4,petrol,Sedan,20.57,24.39,50.58,74.11,11.23,mixed,197.85,medium,clear,2.072
1.5,4,petrol,Compact,37.63,66.08,34.16,56.92,17.18,urban,156.94,medium,clear,3.04
1.5,4,petrol,Compact,86.86,149.96,34.76,57.17,28.35,mixed,241.59,high,hot,7.255
3.0,4,diesel,Pickup,42.18,46.93,53.93,81.34,8.61,mixed,1779.77,low,rain,5.676
2.4,4,diesel,Pickup,27.03,86.12,18.83,28.85,18.16,urban,1323.33,medium,clear,4.073
2.0,4,petrol,Sedan,43.44,260.65,10.0,17.42,80.05,urban,288.31,high,clear,6.885
1.5,4,petrol,Compact,408.98,277.56,88.41,135.63,13.44,highway,397.96,low,clear,27.732
2.8,4,diesel,SUV,177.33,199.6,53.31,63.99,20.86,mixed,396.3,low,clear,17.821
2.8,4,diesel,SUV,299.45,202.29,88.82,119.22,13.01,highway,472.33,low,clear,29.631
3.5,6,petrol,SUV,26.06,42.6,36.71,47.45,7.3,urban,214.99,low,hot,3.393
2.4,4,diesel,Pickup,147.46,196.1,45.12,74.79,35.39,mixed,1293.2,high,clear,17.69
3.0,4,diesel,Pickup,275.57,362.76,45.58,77.64,27.56,highway,49.94,high,clear,39.075
2.5,4,diesel,Pickup,39.8,91.41,26.12,40.92,18.73,urban,111.05,medium,clear,5.704
1.5,4,petrol,Compact,35.48,100.36,21.21,30.39,30.24,urban,9.58,high,clear,4.308
3.0,4,diesel,Pickup,205.29,210.45,58.53,79.56,17.67,highway,1357.0,high,clear,28.208
2.0,4,petrol,Sedan,27.78,58.73,28.39,39.85,12.96,urban,339.06,medium,clear,3.247
2.4,4,diesel,Pickup,76.14,97.24,46.98,68.86,12.27,mixed,686.77,medium,hot,7.896
3.5,6,petrol,SUV,253.77,284.03,53.61,72.05,23.78,highway,136.47,high,hot,38.151
1.5,4,petrol,Compact,64.4,64.0,60.38,99.67,10.48,mixed,288.95,medium,clear,4.517
3.0,4,diesel,Pickup,40.29,70.51,34.28,46.27,12.4,urban,1712.26,low,hot,4.852
2.5,4,diesel,Pickup,144.39,280.57,30.88,40.47,51.34,mixed,859.92,high,clear,17.724
2.4,4,diesel,Pickup,41.05,41.67,59.1,75.78,6.15,mixed,1264.48,low,clear,4.098
3.5,6,petrol,SUV,20.48,41.99,29.26,51.47,11.84,urban,283.3,medium,hot,3.953
1.5,4,petrol,Compact,189.68,231.81,49.1,81.89,28.02,mixed,37.83,medium,clear,13.722
4.5,6,diesel,SUV,8.03,19.2,25.08,30.59,7.91,urban,266.15,high,clear,2.03
1.5,4,petrol,Compact,47.22,183.26,15.46,19.02,36.76,urban,346.01,medium,clear,4.818
1.5,4,petrol,Compact,11.2,32.44,20.72,34.13,9.89,urban,447.94,high,clear,1.398
3.5,6,petrol,SUV,12.02,27.17,26.55,46.4,5.47,urban,91.34,low,clear,2.09
3.5,6,petrol,SUV,102.64,166.21,37.05,47.1,35.35,mixed,341.93,high,clear,16.023
2.2,4,diesel,Van,162.4,157.31,61.94,86.67,17.06,highway,1689.72,high,clear,18.849
1.5,4,petrol,Compact,472.32,318.18,89.07,125.83,12.74,highway,201.6,low,rain,34.088
3.5,6,petrol,SUV,48.3,87.87,32.98,50.1,19.12,urban,139.05,medium,hot,6.667
2.8,4,diesel,SUV,120.33,78.05,92.5,140.0,2.93,highway,158.85,low,hot,11.797
2.2,4,diesel,Van,25.91,155.45,10.0,13.71,46.83,urban,629.65,high,clear,4.218
2.5,4,diesel,Pickup,168.4,197.46,51.17,77.99,27.42,mixed,862.6,medium,rain,18.91
2.8,4,diesel,SUV,64.91,94.1,41.39,72.06,11.78,mixed,442.18,medium,clear,7.383
3.0,4,diesel,Pickup,78.38,101.38,46.39,79.52,15.6,mixed,881.15,medium,rain,9.536
2.4,4,diesel,Pickup,495.65,527.59,56.37,89.95,41.9,highway,240.78,high,clear,55.327
2.2,4,diesel,Van,23.89,43.43,33.01,54.99,6.36,urban,1130.84,low,hot,2.302
2.2,4,diesel,Van,81.3,102.26,47.7,59.44,12.81,mixed,1660.3,medium,rain,8.066
2.0,4,petrol,Sedan,176.31,186.24,56.8,69.89,15.72,mixed,286.97,low,clear,15.394
2.5,4,diesel,Pickup,160.69,216.64,44.5,72.04,26.9,mixed,1132.43,medium,hot,17.234
2.0,4,petrol,Sedan,172.17,113.78,90.79,138.9,4.09,highway,213.06,low,rain,15.545
2.4,4,diesel,Pickup,8.94,20.87,25.71,35.28,4.83,urban,664.0,medium,clear,1.193
1.5,4,petrol,Compact,20.05,42.41,28.37,36.79,10.18,urban,402.72,medium,clear,1.738
1.5,4,petrol,Compact,21.25,34.23,37.24,45.96,4.86,urban,195.96,low,clear,1.437
1.5,4,petrol,Compact,82.07,96.21,51.18,65.16,8.32,mixed,324.05,low,hot,5.551
2.8,4,diesel,SUV,168.38,342.69,29.48,48.43,62.58,mixed,335.64,high,rain,28.563
2.5,4,diesel,Pickup,10.28,27.19,22.68,37.59,6.85,urban,1275.8,medium,clear,1.474
4.5,6,diesel,SUV,131.38,157.51,50.05,79.42,18.95,mixed,214.81,medium,clear,21.443
3.5,6,petrol,SUV,22.92,30.39,45.24,75.06,4.23,mixed,432.78,medium,rain,3.108
3.0,4,diesel,Pickup,43.11,110.46,23.42,36.45,34.99,urban,1365.06,high,rain,8.316
2.0,4,petrol,Sedan,151.82,105.01,86.75,136.65,6.42,highway,109.36,low,rain,13.732
4.5,6,diesel,SUV,146.25,147.89,59.34,85.85,12.69,mixed,13.92,low,clear,18.885
5.7,8,diesel,Truck,33.41,55.74,35.97,46.93,8.51,urban,1327.65,low,clear,5.608
2.5,4,diesel,Pickup,30.38,133.67,13.63,17.1,41.94,urban,681.92,high,clear,5.672
5.7,8,diesel,Truck,182.01,107.58,101.51,140.0,6.91,highway,1352.72,low,rain,37.338
2.8,4,diesel,SUV,390.35,308.22,75.99,111.36,15.5,highway,342.31,medium,clear,39.375
2.4,4,diesel,Pickup,44.22,51.87,51.16,64.56,7.25,mixed,1457.88,medium,clear,4.78
2.4,4,diesel,Pickup,11.67,27.33,25.62,43.22,6.44,urban,1332.54,medium,clear,1.708
4.5,6,diesel,SUV,191.71,125.24,91.84,139.52,8.52,highway,497.78,low,clear,27.196
3.0,4,diesel,Pickup,92.49,99.04,56.03,77.83,12.17,mixed,1264.79,medium,clear,11.711
3.0,4,diesel,Pickup,66.21,71.1,55.88,100.41,6.17,mixed,1560.7,low,clear,7.993
2.2,4,diesel,Van,43.25,110.33,23.52,41.82,22.29,urban,956.98,medium,rain,5.903
2.2,4,diesel,Van,31.35,89.55,21.01,33.24,15.97,urban,83.16,low,clear,3.907
3.0,4,diesel,Pickup,130.45,119.59,65.45,92.87,12.09,mixed,932.36,low,clear,14.249
2.2,4,diesel,Van,189.48,260.54,43.64,76.56,54.29,mixed,1666.41,high,clear,22.555
2.0,4,petrol,Sedan,39.03,170.71,13.72,24.16,34.72,urban,60.22,medium,clear,4.779
2.2,4,diesel,Van,277.67,176.69,94.29,140.0,7.39,highway,709.46,low,clear,23.947
3.5,6,petrol,SUV,130.96,170.16,46.18,68.03,15.37,mixed,365.25,low,rain,16.304
2.4,4,diesel,Pickup,128.33,158.7,48.52,68.06,13.6,mixed,783.48,low,clear,13.174
2.5,4,diesel,Pickup,14.67,36.09,24.39,30.72,7.47,urban,508.52,medium,rain,2.167
2.8,4,diesel,SUV,458.61,327.13,84.12,108.18,11.78,highway,216.39,low,clear,44.831
2.8,4,diesel,SUV,261.46,215.39,72.84,101.17,13.9,highway,457.89,medium,clear,27.138
2.8,4,diesel,SUV,42.38,42.17,60.3,73.81,4.58,mixed,258.14,low,hot,4.173
4.5,6,diesel,SUV,40.37,242.2,10.0,17.24,72.69,urban,113.35,high,clear,11.201
4.5,6,diesel,SUV,74.55,53.12,84.2,120.41,3.14,highway,221.29,medium,clear,10.867
5.7,8,diesel,Truck,276.6,180.95,91.71,134.57,6.36,highway,494.8,low,clear,50.893
1.5,4,petrol,Compact,307.22,186.19,99.0,140.0,7.03,highway,333.26,low,rain,23.62
1.5,4,petrol,Compact,141.03,94.75,89.31,128.49,4.75,highway,241.65,low,clear,9.571
3.5,6,petrol,SUV,5.33,11.03,28.99,43.84,11.98,urban,100.92,low,clear,1.123
4.5,6,diesel,SUV,13.34,20.38,39.27,48.2,8.69,urban,421.08,low,clear,2.165
3.5,6,petrol,SUV,408.42,408.93,59.92,77.88,30.79,highway,345.36,high,hot,66.451
4.5,6,diesel,SUV,119.85,113.66,63.27,91.52,10.89,mixed,207.72,low,clear,16.918
2.8,4,diesel,SUV,68.64,44.64,92.26,140.0,1.81,highway,245.2,low,hot,7.48
4.5,6,diesel,SUV,35.49,97.99,21.73,38.1,13.87,urban,140.3,low,rain,7.935
2.2,4,diesel,Van,359.28,319.2,67.54,111.01,25.83,highway,33.35,high,clear,36.18
3.0,4,diesel,Pickup,31.03,68.51,27.17,46.74,13.82,urban,1384.1,medium,clear,5.027
2.5,4,diesel,Pickup,131.35,168.89,46.66,73.71,23.2,mixed,1988.16,medium,rain,15.497
3.5,6,petrol,SUV,45.82,112.94,24.34,36.27,34.97,urban,178.91,high,hot,9.43
2.5,4,diesel,Pickup,299.06,211.06,85.02,139.88,7.44,highway,709.66,low,clear,29.923
2.5,4,diesel,Pickup,38.51,124.88,18.5,27.9,25.26,urban,881.08,medium,clear,5.723
2.8,4,diesel,SUV,28.12,106.78,15.8,25.92,21.4,urban,292.41,medium,clear,4.471
3.5,6,petrol,SUV,6.39,18.66,20.55,26.21,4.32,urban,321.04,medium,clear,1.267
2.2,4,diesel,Van,45.08,113.81,23.77,34.65,36.91,urban,1826.08,high,clear,7.439
2.4,4,diesel,Pickup,40.58,105.2,23.15,36.02,16.51,urban,134.75,low,clear,4.633
2.2,4,diesel,Van,28.31,67.22,25.27,36.4,12.75,urban,27.72,low,clear,3.226
3.5,6,petrol,SUV,23.62,30.47,46.52,74.33,7.76,mixed,465.87,high,hot,3.619
5.7,8,diesel,Truck,134.93,145.76,55.54,71.24,12.25,mixed,1806.45,low,clear,24.94
5.7,8,diesel,Truck,63.03,70.09,53.96,74.87,9.47,mixed,419.38,medium,rain,13.214
3.5,6,petrol,SUV,87.31,94.77,55.28,68.14,8.36,mixed,482.6,low,clear,10.398
5.7,8,diesel,Truck,190.49,112.61,101.49,140.0,4.47,highway,810.65,low,clear,34.143
3.0,4,diesel,Pickup,421.35,478.26,52.86,87.7,36.18,highway,1315.43,high,rain,63.084
2.8,4,diesel,SUV,268.78,205.33,78.54,109.18,13.58,highway,437.74,medium,clear,27.248
1.5,4,petrol,Compact,144.26,242.13,35.75,50.01,44.97,mixed,322.86,high,clear,12.826
5.7,8,diesel,Truck,12.97,31.22,24.93,31.17,8.54,urban,471.25,medium,clear,3.394
3.5,6,petrol,SUV,164.58,171.23,57.67,72.04,16.47,mixed,312.49,low,rain,21.692
3.0,4,diesel,Pickup,26.4,58.67,27.0,35.12,11.83,urban,1097.82,low,rain,4.356
2.5,4,diesel,Pickup,264.74,208.53,76.17,123.66,15.53,highway,283.99,medium,clear,22.989
3.5,6,petrol,SUV,19.67,49.23,23.98,41.19,10.38,urban,347.59,medium,clear,3.428
2.2,4,diesel,Van,49.8,175.16,17.06,21.04,53.14,urban,1055.13,high,clear,8.278
2.5,4,diesel,Pickup,10.48,29.06,21.64,31.13,7.1,urban,902.53,medium,clear,1.566
2.2,4,diesel,Van,403.28,293.11,82.55,131.19,15.74,highway,916.06,medium,clear,37.17
5.7,8,diesel,Truck,38.59,106.23,21.79,29.55,31.87,urban,752.83,high,rain,12.496
4.5,6,diesel,SUV,5.01,14.03,21.43,27.26,2.95,urban,362.01,medium,clear,1.053
2.4,4,diesel,Pickup,15.9,37.21,25.64,41.7,7.98,urban,1498.76,medium,clear,2.192
2.0,4,petrol,Sedan,17.35,41.26,25.23,37.13,8.46,urban,343.26,low,rain,2.109
5.7,8,diesel,Truck,25.71,47.82,32.26,54.35,9.38,mixed,1124.86,high,rain,6.243
2.0,4,petrol,Sedan,43.59,98.91,26.44,37.21,19.8,urban,201.74,medium,hot,5.181
3.0,4,diesel,Pickup,8.09,16.55,29.33,38.45,3.43,urban,122.85,low,hot,1.123
3.0,4,diesel,Pickup,413.54,305.12,81.32,138.57,16.09,highway,1417.8,medium,hot,54.096
5.7,8,diesel,Truck,40.24,90.83,26.58,33.87,18.31,urban,1818.86,medium,clear,10.132
2.4,4,diesel,Pickup,191.98,217.62,52.93,68.88,29.96,mixed,26.46,medium,clear,18.861
2.4,4,diesel,Pickup,164.54,196.39,50.27,75.51,27.78,mixed,1905.03,medium,clear,17.671
1.5,4,petrol,Compact,251.24,182.96,82.39,119.2,11.33,highway,59.11,medium,clear,18.974
5.7,8,diesel,Truck,6.79,16.75,24.33,29.82,3.74,urban,784.44,medium,clear,1.818
2.2,4,diesel,Van,111.47,139.8,47.84,71.13,19.7,mixed,1257.13,medium,rain,12.894
2.5,4,diesel,Pickup,421.67,307.21,82.36,139.36,17.01,highway,1342.81,medium,rain,47.593
2.0,4,petrol,Sedan,416.47,286.7,87.16,114.88,10.58,highway,149.95,low,clear,33.748
3.5,6,petrol,SUV,370.7,280.29,79.35,117.72,14.97,highway,258.65,medium,rain,44.28
2.2,4,diesel,Van,76.9,79.26,58.21,78.27,7.64,mixed,161.16,low,rain,6.996
3.5,6,petrol,SUV,43.2,145.48,17.82,30.06,29.94,urban,55.74,medium,clear,7.798
2.5,4,diesel,Pickup,118.4,122.07,58.2,88.51,10.69,mixed,332.46,low,rain,12.961
4.5,6,diesel,SUV,101.71,66.33,92.0,140.0,4.05,highway,27.26,low,hot,14.302
4.5,6,diesel,SUV,144.45,141.75,61.14,103.8,12.33,mixed,458.61,low,clear,17.809
3.0,4,diesel,Pickup,203.83,198.04,61.76,87.57,18.01,highway,1881.98,high,rain,27.853
1.5,4,petrol,Compact,38.52,99.82,23.15,28.65,20.94,urban,291.71,medium,clear,3.879
1.5,4,petrol,Compact,387.22,318.59,72.92,100.28,18.69,highway,241.3,medium,clear,26.835
3.0,4,diesel,Pickup,96.88,106.17,54.75,82.94,15.2,mixed,504.35,medium,hot,11.745
2.5,4,diesel,Pickup,29.68,35.73,49.85,69.8,5.27,mixed,276.74,medium,clear,3.153
2.5,4,diesel,Pickup,37.91,144.89,15.7,24.94,29.12,urban,1794.79,medium,rain,6.585
2.0,4,petrol,Sedan,19.66,63.05,18.71,29.01,19.38,urban,425.7,high,rain,2.917
4.5,6,diesel,SUV,97.46,155.62,37.58,57.16,30.03,mixed,98.24,high,clear,16.245
2.4,4,diesel,Pickup,366.95,272.93,80.67,111.63,14.26,highway,1392.38,medium,rain,39.398
2.0,4,petrol,Sedan,376.74,250.7,90.16,137.0,10.44,highway,300.29,low,clear,30.132
2.5,4,diesel,Pickup,377.43,281.72,80.38,125.0,14.51,highway,1333.37,medium,hot,41.52
2.2,4,diesel,Van,200.5,164.93,72.94,122.76,8.66,highway,169.93,medium,clear,17.671
2.0,4,petrol,Sedan,32.55,57.83,33.77,46.36,12.99,mixed,418.21,high,clear,3.662
2.0,4,petrol,Sedan,29.88,105.64,16.97,21.23,38.88,urban,259.01,high,clear,5.058
4.5,6,diesel,SUV,40.24,102.29,23.6,40.29,20.7,urban,127.68,medium,clear,8.683
2.2,4,diesel,Van,41.46,43.56,57.1,97.44,4.27,mixed,843.43,low,clear,3.667
2.5,4,diesel,Pickup,344.2,332.79,62.06,107.42,25.49,highway,808.48,high,clear,36.623
2.4,4,diesel,Pickup,128.14,259.06,29.68,46.85,47.85,mixed,964.03,high,hot,20.961
1.5,4,petrol,Compact,23.86,63.43,22.57,27.95,9.64,urban,110.16,low,clear,2.256
3.5,6,petrol,SUV,57.21,43.19,79.48,124.14,2.33,highway,341.56,medium,clear,7.149
5.7,8,diesel,Truck,154.31,194.15,47.69,72.6,23.72,mixed,1438.47,medium,clear,31.016
2.2,4,diesel,Van,45.9,95.56,28.82,39.79,19.52,urban,1512.9,medium,clear,6.226
2.4,4,diesel,Pickup,49.8,176.86,16.89,24.76,39.13,urban,412.01,medium,hot,7.295
2.8,4,diesel,SUV,21.58,47.19,27.44,33.54,9.9,mixed,201.52,high,clear,3.462
2.8,4,diesel,SUV,470.93,559.44,50.51,89.04,42.6,highway,166.09,high,clear,63.071
3.5,6,petrol,SUV,64.6,74.29,52.18,75.11,6.13,highway,101.74,high,hot,9.383
2.0,4,petrol,Sedan,195.79,209.55,56.06,81.89,29.22,mixed,90.33,medium,rain,18.043
3.0,4,diesel,Pickup,316.88,255.42,74.44,100.16,13.46,highway,1848.62,medium,clear,35.628
2.8,4,diesel,SUV,20.97,57.28,21.96,34.04,15.77,urban,75.87,medium,clear,3.236
2.4,4,diesel,Pickup,17.7,106.22,10.0,17.6,32.15,urban,1594.79,high,clear,3.383
3.5,6,petrol,SUV,26.01,56.18,27.78,45.29,12.41,urban,469.44,medium,hot,4.195
2.8,4,diesel,SUV,199.43,264.46,45.25,55.12,34.33,mixed,437.01,medium,hot,22.78
5.7,8,diesel,Truck,194.93,287.44,40.69,60.29,38.39,mixed,609.81,medium,clear,37.85
2.5,4,diesel,Pickup,48.8,121.9,24.02,40.65,24.39,urban,913.46,medium,rain,7.197
2.2,4,diesel,Van,36.94,117.31,18.89,25.86,35.6,urban,78.72,high,clear,5.7
2.2,4,diesel,Van,23.65,49.97,28.39,39.02,8.65,urban,223.87,low,clear,2.855
3.5,6,petrol,SUV,105.86,116.61,54.47,94.57,14.81,mixed,307.53,medium,clear,13.853
3.5,6,petrol,SUV,180.28,191.44,56.5,78.8,22.16,mixed,411.82,low,clear,20.741
2.4,4,diesel,Pickup,34.86,37.04,56.47,85.07,3.71,mixed,632.91,low,clear,3.139
2.5,4,diesel,Pickup,20.07,55.4,21.73,26.16,19.95,urban,1896.74,high,hot,3.859
1.5,4,petrol,Compact,404.69,302.93,80.15,129.29,17.91,highway,106.57,medium,hot,29.318
2.5,4,diesel,Pickup,23.25,55.87,24.97,39.01,11.69,urban,1087.57,medium,clear,3.583
4.5,6,diesel,SUV,216.94,245.84,52.95,75.75,19.29,highway,215.9,high,rain,39.03
3.5,6,petrol,SUV,20.21,59.15,20.5,33.83,12.37,urban,71.77,medium,rain,3.989
1.5,4,petrol,Compact,307.04,216.01,85.29,132.18,13.33,highway,186.02,medium,hot,23.037
2.5,4,diesel,Pickup,37.32,74.54,30.04,45.96,11.88,urban,1380.25,low,clear,3.737
1.5,4,petrol,Compact,114.7,155.02,44.39,72.89,18.71,mixed,24.65,medium,clear,8.814
3.5,6,petrol,SUV,47.68,112.52,25.43,42.4,23.98,urban,320.51,medium,clear,9.137
2.4,4,diesel,Pickup,32.33,73.72,26.31,32.59,16.56,urban,1479.16,medium,rain,4.58
2.5,4,diesel,Pickup,102.86,111.63,55.29,97.97,9.53,mixed,398.19,low,rain,10.554
2.4,4,diesel,Pickup,180.38,141.89,76.27,110.34,9.53,highway,434.91,medium,clear,16.359
3.0,4,diesel,Pickup,23.83,142.95,10.0,16.3,43.77,urban,535.58,high,hot,5.002
2.2,4,diesel,Van,84.74,173.16,29.36,36.31,33.59,mixed,19.66,high,rain,13.179
2.8,4,diesel,SUV,24.99,43.52,34.45,50.81,7.1,urban,215.61,low,hot,3.097
3.0,4,diesel,Pickup,450.05,300.9,89.74,135.62,15.15,highway,465.72,medium,clear,53.833
1.5,4,petrol,Compact,34.36,120.47,17.11,26.23,36.85,urban,227.54,high,clear,4.172
2.0,4,petrol,Sedan,165.43,179.01,55.45,87.96,18.63,mixed,288.68,low,rain,14.947
